player_id,player_object_id,player_name,dob,dod,gender,batting_style,bowling_style,country_id,image_url,image_metadata
71379,643433,George Garton,1997-04-15,,M,left-hand bat,left-arm fast,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/241100/241197.1.jpg","{""id"": 241197, ""objectId"": 1004747, ""slug"": ""george-garton-player-portrait"", ""url"": ""/db/PICTURES/CMS/241100/241197.1.jpg"", ""width"": 160, ""height"": 216, ""caption"": ""George Garton player portrait"", ""longCaption"": ""George Garton player portrait"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
61634,436757,Heinrich Klaasen,1991-07-30,,M,right-hand bat,right-arm offbreak,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/317900/317958.jpg","{""id"": 317958, ""objectId"": 1254926, ""slug"": ""heinrich-klaasen-portrait"", ""url"": ""/db/PICTURES/CMS/317900/317958.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Heinrich Klaasen portrait"", ""longCaption"": ""Heinrich Klaasen portrait, November 19, 2020"", ""credit"": ""Cricket South Africa"", ""photographer"": null, ""peerUrls"": null}"
12049,8291,Cameron White,1983-08-18,,M,right-hand bat,legbreak googly,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202600/202623.1.jpg","{""id"": 202623, ""objectId"": 817167, ""slug"": ""cameron-white-player-pic"", ""url"": ""/db/PICTURES/CMS/202600/202623.1.jpg"", ""width"": 160, ""height"": 192, ""caption"": ""Cameron White player pic"", ""longCaption"": ""Cameron White player profile pic"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
9587,50710,Kumar Sangakkara,1977-10-27,,M,left-hand bat,right-arm offbreak,8,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/305000/305090.jpg","{""id"": 305090, ""objectId"": 1224619, ""slug"": ""kumar-sangakkara-portrait"", ""url"": ""/db/PICTURES/CMS/305000/305090.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Kumar Sangakkara portrait"", ""longCaption"": ""Kumar Sangakkara, June 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
45222,44932,Jean-Paul Duminy,1984-04-14,,M,left-hand bat,right-arm offbreak,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263700/263769.1.jpg","{""id"": 263769, ""objectId"": 1100138, ""slug"": ""jp-duminy-portrait"", ""url"": ""/db/PICTURES/CMS/263700/263769.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""JP Duminy portrait"", ""longCaption"": null, ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
61318,430125,Biplab Samantray,1988-12-14,,M,right-hand bat,right-arm medium,6,,
60609,422992,Ankit Sharma,1991-04-20,,M,left-hand bat,slow left-arm orthodox,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/184200/184285.jpg","{""id"": 184285, ""objectId"": 739427, ""slug"": ""ankit-sharma"", ""url"": ""/db/PICTURES/CMS/184200/184285.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Ankit Sharma"", ""longCaption"": ""Ankit Sharma"", ""credit"": ""Rajasthan Royals"", ""photographer"": null, ""peerUrls"": null}"
59215,389605,Ashish Reddy,1991-02-24,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/145400/145417.3.jpg","{""id"": 145417, ""objectId"": 564156, ""slug"": ""ashish-reddy-celebrates-the-wicket-of-mandeep-singh"", ""url"": ""/db/PICTURES/CMS/145400/145417.3.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Ashish Reddy celebrates the wicket of Mandeep Singh"", ""longCaption"": ""Ashish Reddy celebrates the wicket of Mandeep Singh, Deccan Chargers v Kings XI Punjab, IPL, Hyderabad, May 8, 2012"", ""credit"": ""AFP"", ""photographer"": null, ""peerUrls"": null}"
49092,232284,Luke Pomersbach,1984-09-28,,M,left-hand bat,right-arm offbreak,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/96000/96059.1.jpg","{""id"": 96059, ""objectId"": 378170, ""slug"": ""luke-pomersbach-september-2008"", ""url"": ""/db/PICTURES/CMS/96000/96059.1.jpg"", ""width"": 160, ""height"": 240, ""caption"": ""Luke Pomersbach, September 2008"", ""longCaption"": ""Luke Pomersbach, September 2008"", ""credit"": ""Western Australian Cricket Association"", ""photographer"": null, ""peerUrls"": null}"
12562,31107,Amit Mishra,1982-11-24,,M,right-hand bat,legbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304100/304193.png","{""id"": 304193, ""objectId"": 1223357, ""slug"": ""amit-mishra-portrait"", ""url"": ""/db/PICTURES/CMS/304100/304193.png"", ""width"": 160, ""height"": 200, ""caption"": ""Amit Mishra portrait"", ""longCaption"": ""Amit Mishra portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
49752,253802,Virat Kohli,1988-11-05,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/289000/289002.1.jpg","{""id"": 289002, ""objectId"": 1183835, ""slug"": ""virat-kohli-player-portrait"", ""url"": ""/db/PICTURES/CMS/289000/289002.1.jpg"", ""width"": 160, ""height"": 210, ""caption"": ""Virat Kohli player portrait"", ""longCaption"": ""Virat Kohli player portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
47154,47492,Dale Steyn,1983-06-27,,M,right-hand bat,right-arm fast,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/315300/315317.jpg","{""id"": 315317, ""objectId"": 1248073, ""slug"": ""dale-steyn-portrait"", ""url"": ""/db/PICTURES/CMS/315300/315317.jpg"", ""width"": 160, ""height"": 200, ""caption"": null, ""longCaption"": ""Dale Steyn portrait"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
46533,44936,AB de Villiers,1984-02-17,,M,right-hand bat,right-arm medium,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263700/263764.1.jpg","{""id"": 263764, ""objectId"": 1100133, ""slug"": ""ab-de-villiers-portrait"", ""url"": ""/db/PICTURES/CMS/263700/263764.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""AB de Villiers portrait"", ""longCaption"": null, ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
66142,528967,Veer Pratap Singh,1992-05-03,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/314900/314920.jpg","{""id"": 314920, ""objectId"": 1247074, ""slug"": ""veer-pratap-singh-portrait"", ""url"": ""/db/PICTURES/CMS/314900/314920.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Veer Pratap Singh portrait"", ""longCaption"": ""Veer Pratap Singh portrait, January 8, 2021"", ""credit"": ""ESPNcricinfo"", ""photographer"": null, ""peerUrls"": null}"
7716,36084,Yuvraj Singh,1981-12-12,,M,left-hand bat,slow left-arm orthodox,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302400/302406.jpg","{""id"": 302406, ""objectId"": 1220604, ""slug"": ""yuvraj-singh-portrait"", ""url"": ""/db/PICTURES/CMS/302400/302406.jpg"", ""width"": 160, ""height"": 201, ""caption"": ""Yuvraj Singh portrait"", ""longCaption"": ""Yuvraj Singh portrait, April 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
51454,290630,Manish Pandey,1989-09-10,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302500/302572.jpg","{""id"": 302572, ""objectId"": 1220819, ""slug"": ""manish-pandey-portrait"", ""url"": ""/db/PICTURES/CMS/302500/302572.jpg"", ""width"": 160, ""height"": 199, ""caption"": ""Manish Pandey portrait"", ""longCaption"": ""Manish Pandey portrait, April, 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
47340,33757,Sachin Rana,1984-09-18,,M,right-hand bat,right-arm medium-fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/184300/184375.jpg","{""id"": 184375, ""objectId"": 739723, ""slug"": ""sachin-rana"", ""url"": ""/db/PICTURES/CMS/184300/184375.jpg"", ""width"": 160, ""height"": 198, ""caption"": ""Sachin Rana"", ""longCaption"": ""Sachin Rana"", ""credit"": ""Royal Challengers Bangalore"", ""photographer"": null, ""peerUrls"": null}"
8876,4578,Michael Clarke,1981-04-02,,M,right-hand bat,slow left-arm orthodox,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/202500/202579.1.jpg","{""id"": 202579, ""objectId"": 817097, ""slug"": ""michael-clark-player-pic"", ""url"": ""/db/PICTURES/CMS/202500/202579.1.jpg"", ""width"": 160, ""height"": 192, ""caption"": ""Michael Clark player pic"", ""longCaption"": ""Michael Clark player profile pic"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
45256,53116,Lendl Simmons,1985-01-25,,M,right-hand bat,right-arm medium-fast,4,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/203200/203285.1.jpg","{""id"": 203285, ""objectId"": 818687, ""slug"": ""lendl-simmons"", ""url"": ""/db/PICTURES/CMS/203200/203285.1.jpg"", ""width"": 160, ""height"": 192, ""caption"": ""Lendl Simmons"", ""longCaption"": ""Lendl Simmons"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
46925,12454,Joe Denly,1986-03-16,,M,right-hand bat,legbreak,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304300/304321.jpg","{""id"": 304321, ""objectId"": 1223503, ""slug"": ""joe-denly-portrait"", ""url"": ""/db/PICTURES/CMS/304300/304321.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Joe Denly portrait"", ""longCaption"": ""Joe Denly, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
70633,625371,Hardik Pandya,1993-10-11,,M,right-hand bat,right-arm medium-fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304200/304201.png","{""id"": 304201, ""objectId"": 1223366, ""slug"": ""hardik-pandya-portrait"", ""url"": ""/db/PICTURES/CMS/304200/304201.png"", ""width"": 160, ""height"": 201, ""caption"": ""Hardik Pandya portrait"", ""longCaption"": ""Hardik Pandya portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
7630,31001,Mithun Manhas,1979-10-12,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/157700/157782.1.jpg","{""id"": 157782, ""objectId"": 634340, ""slug"": ""mithun-manhas-portrait"", ""url"": ""/db/PICTURES/CMS/157700/157782.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Mithun Manhas portrait"", ""longCaption"": ""Mithun Manhas portrait, April 2012"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
10238,52983,Marlon Samuels,1981-02-05,,M,right-hand bat,right-arm offbreak,4,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/132300/132390.1.jpg","{""id"": 132390, ""objectId"": 513161, ""slug"": ""marlon-samuels"", ""url"": ""/db/PICTURES/CMS/132300/132390.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Marlon Samuels"", ""longCaption"": ""Marlon Samuels"", ""credit"": ""DigicelCricket.com/Brooks LaTouche Photography"", ""photographer"": null, ""peerUrls"": null}"
50121,265564,Wayne Parnell,1989-07-30,,M,left-hand bat,left-arm medium-fast,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263700/263777.1.jpg","{""id"": 263777, ""objectId"": 1100155, ""slug"": ""wayne-parnell-portrait"", ""url"": ""/db/PICTURES/CMS/263700/263777.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Wayne Parnell portrait"", ""longCaption"": null, ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
101424,1125958,Atharva Taide,2000-04-26,,M,left-hand bat,slow left-arm orthodox,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/357000/357037.1.png","{""id"": 357037, ""objectId"": 1365580, ""slug"": ""atharva-taide-player-portrait"", ""url"": ""/db/PICTURES/CMS/357000/357037.1.png"", ""width"": 160, ""height"": 224, ""caption"": ""Atharva Taide player portrait"", ""longCaption"": ""Atharva Taide player portrait"", ""credit"": ""Punjab Cricket Association"", ""photographer"": ""Ishan Mahal"", ""peerUrls"": null}"
12548,31104,Chandan Madan,1982-10-15,,M,right-hand bat,,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/109800/109856.1.jpg","{""id"": 109856, ""objectId"": 433067, ""slug"": ""chandan-madan"", ""url"": ""/db/PICTURES/CMS/109800/109856.1.jpg"", ""width"": 160, ""height"": 204, ""caption"": ""Chandan Madan"", ""longCaption"": ""Chandan Madan"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
7804,31820,Ashish Nehra,1979-04-29,,M,right-hand bat,left-arm medium-fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/128400/128480.1.jpg","{""id"": 128480, ""objectId"": 501524, ""slug"": ""ashish-nehra"", ""url"": ""/db/PICTURES/CMS/128400/128480.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Ashish Nehra"", ""longCaption"": ""Ashish Nehra"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
50810,272994,Rahul Sharma,1986-11-30,,M,right-hand bat,legbreak googly,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302500/302575.jpg","{""id"": 302575, ""objectId"": 1220822, ""slug"": ""rahul-sharma-portrait"", ""url"": ""/db/PICTURES/CMS/302500/302575.jpg"", ""width"": 160, ""height"": 202, ""caption"": ""Rahul Sharma portrait"", ""longCaption"": ""Rahul Sharma portrait, April, 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
59325,391128,Harmeet Singh,1987-10-09,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/109800/109859.1.jpg","{""id"": 109859, ""objectId"": 433075, ""slug"": ""harmeet-singh"", ""url"": ""/db/PICTURES/CMS/109800/109859.1.jpg"", ""width"": 160, ""height"": 214, ""caption"": ""Harmeet Singh"", ""longCaption"": ""Harmeet Singh"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
47123,35280,RP Singh,1985-12-06,,M,right-hand bat,left-arm fast-medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304200/304222.png","{""id"": 304222, ""objectId"": 1223387, ""slug"": ""rp-singh-portrait"", ""url"": ""/db/PICTURES/CMS/304200/304222.png"", ""width"": 160, ""height"": 201, ""caption"": ""RP Singh portrait"", ""longCaption"": ""RP Singh portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
99252,1111917,Darshan Nalkande,1998-10-04,,M,right-hand bat,right-arm fast-medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/357400/357411.1.jpg","{""id"": 357411, ""objectId"": 1366806, ""slug"": ""darshan-nalkande-player-portrait"", ""url"": ""/db/PICTURES/CMS/357400/357411.1.jpg"", ""width"": 160, ""height"": 226, ""caption"": ""Darshan Nalkande, player portrait"", ""longCaption"": ""Darshan Nalkande, player portrait"", ""credit"": ""Unknown"", ""photographer"": null, ""peerUrls"": null}"
105215,1182529,Noor Ahmad,2005-01-03,,M,right-hand bat,left-arm wrist-spin,40,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/311200/311270.jpg","{""id"": 311270, ""objectId"": 1237548, ""slug"": ""noor-ahmad-portrait"", ""url"": ""/db/PICTURES/CMS/311200/311270.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Noor Ahmad portrait"", ""longCaption"": ""Noor Ahmad portrait, October 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
53330,311592,Mitchell Starc,1990-01-30,,M,left-hand bat,left-arm fast,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263500/263529.1.jpg","{""id"": 263529, ""objectId"": 1099513, ""slug"": ""mitchell-starc"", ""url"": ""/db/PICTURES/CMS/263500/263529.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Mitchell Starc"", ""longCaption"": ""Mitchell Starc"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
2041,49636,Muthiah Muralidaran,1972-04-17,,M,right-hand bat,right-arm offbreak,8,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/305100/305139.jpg","{""id"": 305139, ""objectId"": 1224691, ""slug"": ""muttiah-muralitharan-portrait"", ""url"": ""/db/PICTURES/CMS/305100/305139.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Muttiah Muralitharan portrait"", ""longCaption"": ""Muttiah Muralitharan, June 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
61325,430246,Yuzvendra Chahal,1990-07-23,,M,right-hand bat,legbreak googly,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/312100/312155.png","{""id"": 312155, ""objectId"": 1239214, ""slug"": ""yuzvendra-chahal-portrait"", ""url"": ""/db/PICTURES/CMS/312100/312155.png"", ""width"": 160, ""height"": 200, ""caption"": ""Yuzvendra Chahal portrait"", ""longCaption"": ""Yuzvendra Chahal portrait, November 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
48998,228430,Abu Nechim,1988-11-05,,M,right-hand bat,right-arm medium-fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/110200/110269.1.jpg","{""id"": 110269, ""objectId"": 434854, ""slug"": ""abu-nechim-ahmed"", ""url"": ""/db/PICTURES/CMS/110200/110269.1.jpg"", ""width"": 160, ""height"": 164, ""caption"": ""Abu Nechim Ahmed"", ""longCaption"": ""Abu Nechim Ahmed"", ""credit"": ""ESPNcricinfo Ltd"", ""photographer"": null, ""peerUrls"": null}"
54222,325026,Glenn Maxwell,1988-10-14,,M,right-hand bat,right-arm offbreak,2,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263500/263539.1.jpg","{""id"": 263539, ""objectId"": 1099529, ""slug"": ""glenn-maxwell"", ""url"": ""/db/PICTURES/CMS/263500/263539.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Glenn Maxwell"", ""longCaption"": ""Glenn Maxwell"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
58406,379143,Quinton de Kock,1992-12-17,,M,left-hand bat,,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/317900/317947.jpg","{""id"": 317947, ""objectId"": 1254913, ""slug"": ""quinton-de-kock-portrait"", ""url"": ""/db/PICTURES/CMS/317900/317947.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Quinton de Kock portrait"", ""longCaption"": ""Quinton de Kock portrait, November 19, 2020"", ""credit"": ""Cricket South Africa"", ""photographer"": null, ""peerUrls"": null}"
59599,398438,Mayank Agarwal,1991-02-16,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302300/302377.jpg","{""id"": 302377, ""objectId"": 1220573, ""slug"": ""mayank-agarwal-portrait"", ""url"": ""/db/PICTURES/CMS/302300/302377.jpg"", ""width"": 160, ""height"": 202, ""caption"": ""Mayank Agarwal portrait"", ""longCaption"": ""Mayank Agarwal portrait, April 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
8107,19296,Kevin Pietersen,1980-06-27,,M,right-hand bat,right-arm offbreak,1,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304900/304987.jpg","{""id"": 304987, ""objectId"": 1224500, ""slug"": ""kevin-pietersen-portrait"", ""url"": ""/db/PICTURES/CMS/304900/304987.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Kevin Pietersen portrait"", ""longCaption"": ""Kevin Pietersen, June 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
70405,604302,Nicholas Pooran,1995-10-02,,M,left-hand bat,right-arm offbreak,4,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/302200/302286.jpg","{""id"": 302286, ""objectId"": 1220424, ""slug"": ""nicholas-pooran-portrait"", ""url"": ""/db/PICTURES/CMS/302200/302286.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Nicholas Pooran portrait"", ""longCaption"": ""Nicholas Pooran portrait, Bristol, May 25, 2019"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
8813,30045,Dinesh Karthik,1985-06-01,,M,right-hand bat,right-arm offbreak,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304100/304195.png","{""id"": 304195, ""objectId"": 1223360, ""slug"": ""dinesh-karthik-portrait"", ""url"": ""/db/PICTURES/CMS/304100/304195.png"", ""width"": 160, ""height"": 201, ""caption"": ""Dinesh Karthik portrait"", ""longCaption"": ""Dinesh Karthik portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
49318,236766,Rajesh Bishnoi,1987-10-08,,M,right-hand bat,right-arm medium-fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/315000/315019.jpg","{""id"": 315019, ""objectId"": 1247242, ""slug"": ""rajesh-bishnoi-portrait"", ""url"": ""/db/PICTURES/CMS/315000/315019.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Rajesh Bishnoi portrait"", ""longCaption"": ""Rajesh Bishnoi portrait, January 9, 2021"", ""credit"": ""ESPNcricinfo"", ""photographer"": null, ""peerUrls"": null}"
59266,390547,Rahul Shukla,1990-08-28,,M,right-hand bat,right-arm medium,6,,
63646,481896,Mohammed Shami,1990-09-03,,M,right-hand bat,right-arm fast,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/304200/304210.png","{""id"": 304210, ""objectId"": 1223375, ""slug"": ""mohammed-shami-portrait"", ""url"": ""/db/PICTURES/CMS/304200/304210.png"", ""width"": 160, ""height"": 201, ""caption"": ""Mohammed Shami portrait"", ""longCaption"": ""Mohammed Shami portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
19422,40618,Imran Tahir,1979-03-27,,M,right-hand bat,legbreak googly,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/263700/263772.1.jpg","{""id"": 263772, ""objectId"": 1100149, ""slug"": ""imran-tahir-portrait"", ""url"": ""/db/PICTURES/CMS/263700/263772.1.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Imran Tahir portrait"", ""longCaption"": null, ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
54283,326017,Siddarth Kaul,1990-05-19,,M,right-hand bat,right-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/309000/309092.png","{""id"": 309092, ""objectId"": 1232608, ""slug"": ""siddarth-kaul-portrait"", ""url"": ""/db/PICTURES/CMS/309000/309092.png"", ""width"": 160, ""height"": 202, ""caption"": ""Siddarth Kaul portrait"", ""longCaption"": ""Siddarth Kaul portrait, September 2020"", ""credit"": ""BCCI"", ""photographer"": null, ""peerUrls"": null}"
57196,355269,James Neesham,1990-09-17,,M,left-hand bat,right-arm medium-fast,5,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/303600/303603.jpg","{""id"": 303603, ""objectId"": 1222377, ""slug"": ""jimmy-neesham-portrait"", ""url"": ""/db/PICTURES/CMS/303600/303603.jpg"", ""width"": 160, ""height"": 201, ""caption"": ""Jimmy Neesham portrait"", ""longCaption"": ""Jimmy Neesham portrait, May 2020"", ""credit"": ""Getty Images"", ""photographer"": null, ""peerUrls"": null}"
54430,327830,Dwaine Pretorius,1989-03-29,,M,right-hand bat,right-arm medium-fast,3,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/317900/317962.jpg","{""id"": 317962, ""objectId"": 1254930, ""slug"": ""dwaine-pretorius-portrait"", ""url"": ""/db/PICTURES/CMS/317900/317962.jpg"", ""width"": 160, ""height"": 200, ""caption"": ""Dwaine Pretorius portrait"", ""longCaption"": ""Dwaine Pretorius portrait, November 19, 2020"", ""credit"": ""Cricket South Africa"", ""photographer"": null, ""peerUrls"": null}"
56438,340841,Eklavya Dwivedi,1988-07-22,,M,right-hand bat,,6,,
101414,1125688,Mukesh Choudhary,1996-07-06,,M,left-hand bat,left-arm medium,6,"https://img1.hscicdn.com/image/upload/f_auto,t_ds_w_1280,q_80/lsci/db/PICTURES/CMS/356800/356834.1.png","{""id"": 356834, ""objectId"": 1365077, ""slug"": ""mukesh-chowdhary-player-portrait"", ""url"": ""/db/PICTURES/CMS/356800/356834.1.png"", ""width"": 160, ""height"": 206, ""caption"": ""Mukesh Chowdhary player portrait"", ""longCaption"": ""Mukesh Chowdhary player portrait"", ""credit"": ""Unknown"", ""photographer"": null, ""peerUrls"": null}"
